Country Code,Country Name,Year,Population
RWA,Rwanda,1960,2935575.0
SAS,South Asia,1960,572839530.0
SAU,Saudi Arabia,1960,4086534.0
SDN,Sudan,1960,7544498.0
SEN,Senegal,1960,3206757.0
SGP,Singapore,1960,1646400.0
SLB,Solomon Islands,1960,117847.0
SLE,Sierra Leone,1960,2317638.0
SLV,El Salvador,1960,2766319.0
SMR,San Marino,1960,15440.0
SOM,Somalia,1960,2755967.0
SRB,Serbia,1960,6608000.0
SSA,Sub-Saharan Africa (excluding high income),1960,227191484.0
SSD,South Sudan,1960,2842718.0
SSF,Sub-Saharan Africa,1960,227233184.0
SST,Small states,1960,14211632.0
STP,Sao Tome and Principe,1960,64294.0
SUR,Suriname,1960,287870.0
SVK,Slovak Republic,1960,4068095.0
SVN,Slovenia,1960,1584720.0
SWE,Sweden,1960,7484656.0
SWZ,Eswatini,1960,336578.0
SXM,Sint Maarten (Dutch part),1960,2833.0
SYC,Seychelles,1960,41700.0
SYR,Syrian Arab Republic,1960,4573514.0
TCA,Turks and Caicos Islands,1960,5825.0
TCD,Chad,1960,3001604.0
TEA,East Asia & Pacific (IDA & IBRD countries),1960,883445587.0
TEC,Europe & Central Asia (IDA & IBRD countries),1960,308424859.0
TGO,Togo,1960,1580508.0
THA,Thailand,1960,27397208.0
TJK,Tajikistan,1960,2087053.0
TKM,Turkmenistan,1960,1603254.0
TLA,Latin America & the Caribbean (IDA & IBRD countries),1960,209749023.0
TLS,Timor-Leste,1960,474535.0
TMN,Middle East & North Africa (IDA & IBRD countries),1960,97553136.0
TON,Tonga,1960,61574.0
TSA,South Asia (IDA & IBRD),1960,572839530.0
TSS,Sub-Saharan Africa (IDA & IBRD countries),1960,227233184.0
TTO,Trinidad and Tobago,1960,847973.0
TUN,Tunisia,1960,4178235.0
TUR,Turkey,1960,27472339.0
TUV,Tuvalu,1960,5321.0
TZA,Tanzania,1960,10052151.0
UGA,Uganda,1960,6767092.0
UKR,Ukraine,1960,42664646.0
UMC,Upper middle income,1960,1136464260.0
URY,Uruguay,1960,2538648.0
USA,United States,1960,180671000.0
UZB,Uzbekistan,1960,8526299.0
VCT,St. Vincent and the Grenadines,1960,80970.0
VEN,"Venezuela, RB",1960,8141839.0
VGB,British Virgin Islands,1960,8053.0
VIR,Virgin Islands (U.S.),1960,32500.0
VNM,Vietnam,1960,32670048.0
VUT,Vanuatu,1960,63689.0
WLD,World,1960,3032156070.0
WSM,Samoa,1960,108627.0
XKX,Kosovo,1960,947000.0
YEM,"Yemen, Rep.",1960,5315351.0
ZAF,South Africa,1960,17099836.0
ZMB,Zambia,1960,3070780.0
ZWE,Zimbabwe,1960,3776679.0
ARU,Aruba,1961,55434.0
AFE,Africa Eastern and Southern,1961,134159786.0
AFG,Afghanistan,1961,9169406.0
AFW,Africa Western and Central,1961,98407221.0
AGO,Angola,1961,5531451.0
ALB,Albania,1961,1659800.0
AND,Andorra,1961,14378.0
ARB,Arab World,1961,94724540.0
ARE,United Arab Emirates,1961,100801.0
ARG,Argentina,1961,20817270.0
ARM,Armenia,1961,1941498.0
ASM,American Samoa,1961,20605.0
ATG,Antigua and Barbuda,1961,55005.0
AUS,Australia,1961,10483000.0
AUT,Austria,1961,7086299.0
AZE,Azerbaijan,1961,4030325.0
BDI,Burundi,1961,2852438.0
BEL,Belgium,1961,9183948.0
BEN,Benin,1961,2465865.0
BFA,Burkina Faso,1961,4894580.0
BGD,Bangladesh,1961,49362834.0
BGR,Bulgaria,1961,7943118.0
BHR,Bahrain,1961,167899.0
BHS,"Bahamas, The",1961,115119.0
BIH,Bosnia and Herzegovina,1961,3288604.0
BLR,Belarus,1961,8271216.0
BLZ,Belize,1961,94700.0
BMU,Bermuda,1961,45500.0
BOL,Bolivia,1961,3728954.0
BRA,Brazil,1961,74311338.0
BRB,Barbados,1961,231718.0
BRN,Brunei Darussalam,1961,85560.0
BTN,Bhutan,1961,228849.0
BWA,Botswana,1961,512688.0
CAF,Central African Republic,1961,1526057.0
CAN,Canada,1961,18271000.0
CEB,Central Europe and the Baltics,1961,92232738.0
CHE,Switzerland,1961,5434294.0
CHI,Channel Islands,1961,110398.0
CHL,Chile,1961,8303804.0
CHN,China,1961,660330000.0
CIV,Cote d'Ivoire,1961,3631547.0
CMR,Cameroon,1961,5285015.0
COD,"Congo, Dem. Rep.",1961,15637700.0
COG,"Congo, Rep.",1961,1043119.0
COL,Colombia,1961,16567817.0
COM,Comoros,1961,194149.0
CPV,Cabo Verde,1961,205321.0
CRI,Costa Rica,1961,1381187.0
CSS,Caribbean small states,1961,4274052.0
CUB,Cuba,1961,7291201.0
CUW,Curacao,1961,126125.0
CYM,Cayman Islands,1961,8024.0
CYP,Cyprus,1961,576402.0
CZE,Czech Republic,1961,9586651.0
DEU,Germany,1961,73377632.0
DJI,Djibouti,1961,88503.0
DMA,Dominica,1961,61036.0
DNK,Denmark,1961,4611687.0
DOM,Dominican Republic,1961,3406282.0
DZA,Algeria,1961,11336336.0
EAP,East Asia & Pacific (excluding high income),1961,894479503.0
EAR,Early-demographic dividend,1961,1003194972.0
EAS,East Asia & Pacific,1961,1043656626.0
ECA,Europe & Central Asia (excluding high income),1961,278931566.0
ECS,Europe & Central Asia,1961,674450666.0
ECU,Ecuador,1961,4674176.0
EGY,"Egypt, Arab Rep.",1961,27366239.0
EMU,Euro area,1961,267621091.0
ESP,Spain,1961,30739250.0
EST,Estonia,1961,1225077.0
ETH,Ethiopia,1961,22671193.0
EUU,European Union,1961,359998408.0
FCS,Fragile and conflict affected situations,1961,213082100.0
FIN,Finland,1961,4461005.0
FJI,Fiji,1961,407244.0
FRA,France,1961,47240526.0
FRO,Faroe Islands,1961,35074.0
FSM,"Micronesia, Fed. Sts.",1961,45939.0
GAB,Gabon,1961,505793.0
GBR,United Kingdom,1961,52800000.0
GEO,Georgia,1961,3703600.0
GHA,Ghana,1961,6848291.0
GIB,Gibraltar,1961,23808.0
GIN,Guinea,1961,3552068.0
GMB,"Gambia, The",1961,372436.0
GNB,Guinea-Bissau,1961,622754.0
GNQ,Equatorial Guinea,1961,258786.0
GRC,Greece,1961,8398050.0
GRD,Grenada,1961,91324.0
GRL,Greenland,1961,33700.0
GTM,Guatemala,1961,4251911.0
GUM,Guam,1961,68065.0
GUY,Guyana,1961,589274.0
HIC,High income,1961,769499360.0
HKG,"Hong Kong SAR, China",1961,3168100.0
HND,Honduras,1961,2096407.0
HPC,Heavily indebted poor countries (HIPC),1961,165573136.0
HRV,Croatia,1961,4167292.0
HTI,Haiti,1961,3941956.0
HUN,Hungary,1961,10029321.0
IBD,IBRD only,1961,1940356959.0
IBT,IDA & IBRD total,1961,2329154652.0
IDA,IDA total,1961,388797693.0
IDB,IDA blend,1961,123270998.0
IDN,Indonesia,1961,90098396.0
IDX,IDA only,1961,265526695.0
IMN,Isle of Man,1961,48286.0
IND,India,1961,459642166.0
IRL,Ireland,1961,2824400.0
IRN,"Iran, Islamic Rep.",1961,22480371.0
IRQ,Iraq,1961,7475349.0
ISL,Iceland,1961,179029.0
ISR,Israel,1961,2185000.0
ITA,Italy,1961,50536350.0
JAM,Jamaica,1961,1651067.0
JOR,Jordan,1961,973983.0
JPN,Japan,1961,94055000.0
KAZ,Kazakhstan,1961,10349422.0
KEN,Kenya,1961,8377693.0
KGZ,Kyrgyz Republic,1961,2255900.0
KHM,Cambodia,1961,5872968.0
KIR,Kiribati,1961,42234.0
KNA,St. Kitts and Nevis,1961,51196.0
KOR,"Korea, Rep.",1961,25765673.0
LAC,Latin America & Caribbean (excluding high income),1961,202635411.0
LAO,Lao PDR,1961,2170340.0
LBN,Lebanon,1961,1864613.0
LBR,Liberia,1961,1142304.0
LBY,Libya,1961,1498076.0
LCA,St. Lucia,1961,90718.0
LCN,Latin America & Caribbean,1961,225912719.0
LDC,Least developed countries: UN classification,1961,246113624.0
LIC,Low income,1961,140848427.0
LIE,Liechtenstein,1961,16894.0
LKA,Sri Lanka,1961,10111639.0
LMC,Lower middle income,1961,1012695283.0
LMY,Low & middle income,1961,2293657434.0
LSO,Lesotho,1961,852892.0
LTE,Late-demographic dividend,1961,1099284940.0
LTU,Lithuania,1961,2823550.0
LUX,Luxembourg,1961,316845.0
LVA,Latvia,1961,2152681.0
MAC,"Macao SAR, China",1961,170466.0
MAF,St. Martin (French part),1961,3996.0
MAR,Morocco,1961,12710587.0
MCO,Monaco,1961,22813.0
MDA,Moldova,1961,2092667.0
MDG,Madagascar,1961,5223561.0
MDV,Maldives,1961,92328.0
MEA,Middle East & North Africa,1961,108061826.0
MEX,Mexico,1961,38966049.0
MHL,Marshall Islands,1961,15056.0
MIC,Middle income,1961,2152809007.0
MKD,North Macedonia,1961,1507647.0
MLI,Mali,1961,5322269.0
MLT,Malta,1961,325250.0
MMR,Myanmar,1961,22211626.0
MNA,Middle East & North Africa (excluding high income),1961,100147125.0
MNE,Montenegro,1961,491140.0
MNG,Mongolia,1961,982181.0
MNP,Northern Mariana Islands,1961,10243.0
MOZ,Mozambique,1961,7342117.0
MRT,Mauritania,1961,875586.0
MUS,Mauritius,1961,680757.0
MWI,Malawi,1961,3747758.0
MYS,Malaysia,1961,8417821.0
NAC,North America,1961,202007500.0
NAM,Namibia,1961,649274.0
NCL,New Caledonia,1961,81200.0
NER,Niger,1961,3486322.0
NGA,Nigeria,1961,46063570.0
NIC,Nicaragua,1961,1829772.0
NLD,Netherlands,1961,11638712.0
NOR,Norway,1961,3609800.0
NPL,Nepal,1961,10267260.0
NRU,Nauru,1961,4627.0
NZL,New Zealand,1961,2419700.0
OED,OECD members,1961,820690358.0
OMN,Oman,1961,564891.0
OSS,Other small states,1961,9315834.0
PAK,Pakistan,1961,46065229.0
PAN,Panama,1961,1167120.0
PER,Peru,1961,10446618.0
PHL,Philippines,1961,27161052.0
PLW,Palau,1961,10046.0
PNG,Papua New Guinea,1961,2297052.0
POL,Poland,1961,29964000.0
PRE,Pre-demographic dividend,1961,191889668.0
PRI,Puerto Rico,1961,2399722.0
PRK,"Korea, Dem. People's Rep.",1961,11665592.0
PRT,Portugal,1961,8929316.0
PRY,Paraguay,1961,1954552.0
PSS,Pacific island small states,1961,893394.0
PST,Post-demographic dividend,1961,764423461.0
PYF,French Polynesia,1961,80705.0
QAT,Qatar,1961,51427.0
ROU,Romania,1961,18555250.0
RUS,Russian Federation,1961,121236000.0
RWA,Rwanda,1961,2998334.0
SAS,South Asia,1961,584939711.0
SAU,Saudi Arabia,1961,4218852.0
SDN,Sudan,1961,7769475.0
SEN,Senegal,1961,3295280.0
SGP,Singapore,1961,1702400.0
SLB,Solomon Islands,1961,121385.0
SLE,Sierra Leone,1961,2352370.0
SLV,El Salvador,1961,2846601.0
SMR,San Marino,1961,15836.0
SOM,Somalia,1961,2814125.0
SRB,Serbia,1961,6655000.0
SSA,Sub-Saharan Africa (excluding high income),1961,232524118.0
SSD,South Sudan,1961,2895609.0
SSF,Sub-Saharan Africa,1961,232567007.0
SST,Small states,1961,14483280.0
STP,Sao Tome and Principe,1961,64597.0
SUR,Suriname,1961,295913.0
SVK,Slovak Republic,1961,4191667.0
SVN,Slovenia,1961,1594131.0
SWE,Sweden,1961,7519998.0
SWZ,Eswatini,1961,343346.0
SXM,Sint Maarten (Dutch part),1961,3077.0
SYC,Seychelles,1961,42889.0
SYR,Syrian Arab Republic,1961,4721893.0
TCA,Turks and Caicos Islands,1961,5867.0
TCD,Chad,1961,3060365.0
TEA,East Asia & Pacific (IDA & IBRD countries),1961,882807979.0
TEC,Europe & Central Asia (IDA & IBRD countries),1961,313062858.0
TGO,Togo,1961,1597523.0
THA,Thailand,1961,28224186.0
TJK,Tajikistan,1961,2159134.0
TKM,Turkmenistan,1961,1658364.0
TLA,Latin America & the Caribbean (IDA & IBRD countries),1961,215629972.0
TLS,Timor-Leste,1961,482852.0
TMN,Middle East & North Africa (IDA & IBRD countries),1961,100147125.0
TON,Tonga,1961,63721.0
TSA,South Asia (IDA & IBRD),1961,584939711.0
TSS,Sub-Saharan Africa (IDA & IBRD countries),1961,232567007.0
TTO,Trinidad and Tobago,1961,864814.0
TUN,Tunisia,1961,4238141.0
TUR,Turkey,1961,28146909.0
TUV,Tuvalu,1961,5330.0
TZA,Tanzania,1961,10346695.0
UGA,Uganda,1961,6983824.0
UKR,Ukraine,1961,43206353.0
UMC,Upper middle income,1961,1140113724.0
URY,Uruguay,1961,2571682.0
USA,United States,1961,183691000.0
UZB,Uzbekistan,1961,8813619.0
VCT,St. Vincent and the Grenadines,1961,82168.0
VEN,"Venezuela, RB",1961,8439261.0
VGB,British Virgin Islands,1961,8164.0
VIR,Virgin Islands (U.S.),1961,34300.0
VNM,Vietnam,1961,33666111.0
VUT,Vanuatu,1961,65700.0
WLD,World,1961,3071596055.0
WSM,Samoa,1961,112112.0
XKX,Kosovo,1961,966000.0
YEM,"Yemen, Rep.",1961,5393034.0
ZAF,South Africa,1961,17524533.0
ZMB,Zambia,1961,3164330.0
ZWE,Zimbabwe,1961,3905038.0
ARU,Aruba,1962,56234.0
AFE,Africa Eastern and Southern,1962,137614644.0
AFG,Afghanistan,1962,9351442.0
AFW,Africa Western and Central,1962,100506960.0
AGO,Angola,1962,5608499.0
ALB,Albania,1962,1711319.0
AND,Andorra,1962,15379.0
ARB,Arab World,1962,97334438.0
ARE,United Arab Emirates,1962,112112.0
ARG,Argentina,1962,21153042.0
ARM,Armenia,1962,2009524.0
ASM,American Samoa,1962,21246.0
ATG,Antigua and Barbuda,1962,55849.0
AUS,Australia,1962,10742000.0
AUT,Austria,1962,7129864.0
AZE,Azerbaijan,1962,4171428.0
BDI,Burundi,1962,2907320.0
BEL,Belgium,1962,9220578.0
BEN,Benin,1962,2502897.0
BFA,Burkina Faso,1962,4960328.0
BGD,Bangladesh,1962,50752150.0
BGR,Bulgaria,1962,8012946.0
BHR,Bahrain,1962,173140.0
BHS,"Bahamas, The",1962,121092.0
BIH,Bosnia and Herzegovina,1962,3353228.0
BLR,Belarus,1962,8351928.0
BLZ,Belize,1962,97392.0
BMU,Bermuda,1962,46600.0
BOL,Bolivia,1962,3802996.0
BRA,Brazil,1962,76514329.0
BRB,Barbados,1962,232623.0
BRN,Brunei Darussalam,1962,89484.0
BTN,Bhutan,1962,234552.0
BWA,Botswana,1962,523777.0
CAF,Central African Republic,1962,1551908.0
CAN,Canada,1962,18614000.0
CEB,Central Europe and the Baltics,1962,93009498.0
CHE,Switzerland,1962,5573815.0
CHI,Channel Islands,1962,111464.0
CHL,Chile,1962,8476895.0
CHN,China,1962,665770000.0
CIV,Cote d'Ivoire,1962,3770756.0
CMR,Cameroon,1962,5398730.0
COD,"Congo, Dem. Rep.",1962,16041187.0
COG,"Congo, Rep.",1962,1069236.0
COL,Colombia,1962,17092919.0
COM,Comoros,1962,197202.0
CPV,Cabo Verde,1962,210141.0
CRI,Costa Rica,1962,1433346.0
CSS,Caribbean small states,1962,4353623.0
CUB,Cuba,1962,7453535.0
CUW,Curacao,1962,128414.0
CYM,Cayman Islands,1962,8141.0
CYP,Cyprus,1962,577696.0
CZE,Czech Republic,1962,9624660.0
DEU,Germany,1962,74025784.0
DJI,Djibouti,1962,94203.0
DMA,Dominica,1962,61978.0
DNK,Denmark,1962,4647727.0
DOM,Dominican Republic,1962,3521018.0
DZA,Algeria,1962,11619828.0
EAP,East Asia & Pacific (excluding high income),1962,906413903.0
EAR,Early-demographic dividend,1962,1027204700.0
EAS,East Asia & Pacific,1962,1058119847.0
ECA,Europe & Central Asia (excluding high income),1962,283238943.0
ECS,Europe & Central Asia,1962,682397828.0
ECU,Ecuador,1962,4809194.0
EGY,"Egypt, Arab Rep.",1962,28112258.0
EMU,Euro area,1962,270110063.0
ESP,Spain,1962,31023366.0
EST,Estonia,1962,1241623.0
ETH,Ethiopia,1962,23221385.0
EUU,European Union,1962,363200480.0
FCS,Fragile and conflict affected situations,1962,218087139.0
FIN,Finland,1962,4491443.0
FJI,Fiji,1962,421673.0
FRA,France,1962,47904879.0
FRO,Faroe Islands,1962,35521.0
FSM,"Micronesia, Fed. Sts.",1962,47372.0
GAB,Gabon,1962,511285.0
GBR,United Kingdom,1962,53250000.0
GEO,Georgia,1962,3760300.0
GHA,Ghana,1962,7071966.0
GIB,Gibraltar,1962,24307.0
GIN,Guinea,1962,3611428.0
GMB,"Gambia, The",1962,379886.0
GNB,Guinea-Bissau,1962,628877.0
GNQ,Equatorial Guinea,1962,262219.0
GRC,Greece,1962,8448233.0
GRD,Grenada,1962,92481.0
GRL,Greenland,1962,35000.0
GTM,Guatemala,1962,4378604.0
GUM,Guam,1962,69605.0
GUY,Guyana,1962,606286.0
HIC,High income,1962,779465348.0
HKG,"Hong Kong SAR, China",1962,3305200.0
HND,Honduras,1962,2155648.0
HPC,Heavily indebted poor countries (HIPC),1962,169567052.0
HRV,Croatia,1962,4196712.0
HTI,Haiti,1962,4019171.0
HUN,Hungary,1962,10061734.0
IBD,IBRD only,1962,1974018983.0
IBT,IDA & IBRD total,1962,2372380699.0
IDA,IDA total,1962,398361716.0
IDB,IDA blend,1962,126289838.0
IDN,Indonesia,1962,92518373.0
IDX,IDA only,1962,272071878.0
IMN,Isle of Man,1962,48421.0
IND,India,1962,469077191.0
IRL,Ireland,1962,2836050.0
IRN,"Iran, Islamic Rep.",1962,23071309.0
IRQ,Iraq,1962,7674217.0
ISL,Iceland,1962,182378.0
ISR,Israel,1962,2293000.0
ITA,Italy,1962,50879450.0
JAM,Jamaica,1962,1676500.0
JOR,Jordan,1962,1010647.0
JPN,Japan,1962,94933000.0
KAZ,Kazakhstan,1962,10756931.0
KEN,Kenya,1962,8647002.0
KGZ,Kyrgyz Republic,1962,2333400.0
KHM,Cambodia,1962,6028434.0
KIR,Kiribati,1962,43283.0
KNA,St. Kitts and Nevis,1962,50961.0
KOR,"Korea, Rep.",1962,26513030.0
LAC,Latin America & Caribbean (excluding high income),1962,208319980.0
LAO,Lao PDR,1962,2221123.0
LBN,Lebanon,1962,1925295.0
LBR,Liberia,1962,1166651.0
LBY,Libya,1962,1550815.0
LCA,St. Lucia,1962,91892.0
LCN,Latin America & Caribbean,1962,232183258.0
LDC,Least developed countries: UN classification,1962,251900655.0
LIC,Low income,1962,143991035.0
LIE,Liechtenstein,1962,17300.0
LKA,Sri Lanka,1962,10352180.0
LMC,Lower middle income,1962,1036174880.0
LMY,Low & middle income,1962,2336352877.0
LSO,Lesotho,1962,869132.0
LTE,Late-demographic dividend,1962,1113927919.0
LTU,Lithuania,1962,2863350.0
LUX,Luxembourg,1962,320750.0
LVA,Latvia,1962,2181586.0
MAC,"Macao SAR, China",1962,176188.0
MAF,St. Martin (French part),1962,4078.0
MAR,Morocco,1962,13094890.0
MCO,Monaco,1962,23043.0
MDA,Moldova,1962,2140063.0
MDG,Madagascar,1962,5352497.0
MDV,Maldives,1962,94902.0
MEA,Middle East & North Africa,1962,111045418.0
MEX,Mexico,1962,40195318.0
MHL,Marshall Islands,1962,15547.0
MIC,Middle income,1962,2192361842.0
MKD,North Macedonia,1962,1527109.0
MLI,Mali,1962,5381367.0
MLT,Malta,1962,323900.0
MMR,Myanmar,1962,22697664.0
MNA,Middle East & North Africa (excluding high income),1962,102808039.0
MNE,Montenegro,1962,502558.0
MNG,Mongolia,1962,1011327.0
MNP,Northern Mariana Islands,1962,10438.0
MOZ,Mozambique,1962,7507309.0
MRT,Mauritania,1962,901690.0
MUS,Mauritius,1962,700349.0
MWI,Malawi,1962,3839047.0
MYS,Malaysia,1962,8692337.0
NAC,North America,1962,205198600.0
NAM,Namibia,1962,665119.0
NCL,New Caledonia,1962,83400.0
NER,Niger,1962,3588228.0
NGA,Nigeria,1962,47029818.0
NIC,Nicaragua,1962,1887426.0
NLD,Netherlands,1962,11805689.0
NOR,Norway,1962,3638918.0
NPL,Nepal,1962,10433147.0
NRU,Nauru,1962,4942.0
NZL,New Zealand,1962,2482000.0
OED,OECD members,1962,832204126.0
OMN,Oman,1962,578827.0
OSS,Other small states,1962,9485194.0
PAK,Pakistan,1962,47198886.0
