Primary Key,Country Code,Country Name,Year,Population
267,AGO,Angola,1961,5531451
268,ALB,Albania,1961,1659800
269,AND,Andorra,1961,14378
270,ARB,Arab World,1961,94724540
271,ARE,United Arab Emirates,1961,100801
272,ARG,Argentina,1961,20817270
273,ARM,Armenia,1961,1941498
274,ASM,American Samoa,1961,20605
275,ATG,Antigua and Barbuda,1961,55005
276,AUS,Australia,1961,10483000
277,AUT,Austria,1961,7086299
278,AZE,Azerbaijan,1961,4030325
279,BDI,Burundi,1961,2852438
280,BEL,Belgium,1961,9183948
281,BEN,Benin,1961,2465865
282,BFA,Burkina Faso,1961,4894580
283,BGD,Bangladesh,1961,49362834
284,BGR,Bulgaria,1961,7943118
285,BHR,Bahrain,1961,167899
286,BHS,"Bahamas, The",1961,115119
287,BIH,Bosnia and Herzegovina,1961,3288604
288,BLR,Belarus,1961,8271216
289,BLZ,Belize,1961,94700
290,BMU,Bermuda,1961,45500
291,BOL,Bolivia,1961,3728954
292,BRA,Brazil,1961,74311338
293,BRB,Barbados,1961,231718
294,BRN,Brunei Darussalam,1961,85560
295,BTN,Bhutan,1961,228849
296,BWA,Botswana,1961,512688
297,CAF,Central African Republic,1961,1526057
298,CAN,Canada,1961,18271000
299,CEB,Central Europe and the Baltics,1961,92232738
300,CHE,Switzerland,1961,5434294
301,CHI,Channel Islands,1961,110398
302,CHL,Chile,1961,8303804
303,CHN,China,1961,660330000
304,CIV,Cote d'Ivoire,1961,3631547
305,CMR,Cameroon,1961,5285015
306,COD,"Congo, Dem. Rep.",1961,15637700
307,COG,"Congo, Rep.",1961,1043119
308,COL,Colombia,1961,16567817
309,COM,Comoros,1961,194149
310,CPV,Cabo Verde,1961,205321
311,CRI,Costa Rica,1961,1381187
312,CSS,Caribbean small states,1961,4274052
313,CUB,Cuba,1961,7291201
314,CUW,Curacao,1961,126125
315,CYM,Cayman Islands,1961,8024
316,CYP,Cyprus,1961,576402
317,CZE,Czech Republic,1961,9586651
318,DEU,Germany,1961,73377632
319,DJI,Djibouti,1961,88503
320,DMA,Dominica,1961,61036
321,DNK,Denmark,1961,4611687
322,DOM,Dominican Republic,1961,3406282
323,DZA,Algeria,1961,11336336
324,EAP,East Asia & Pacific (excluding high income),1961,894479503
325,EAR,Early-demographic dividend,1961,1003194972
326,EAS,East Asia & Pacific,1961,1043656626
327,ECA,Europe & Central Asia (excluding high income),1961,278931566
328,ECS,Europe & Central Asia,1961,674450666
329,ECU,Ecuador,1961,4674176
330,EGY,"Egypt, Arab Rep.",1961,27366239
331,EMU,Euro area,1961,267621091
332,ESP,Spain,1961,30739250
333,EST,Estonia,1961,1225077
334,ETH,Ethiopia,1961,22671193
335,EUU,European Union,1961,359998408
336,FCS,Fragile and conflict affected situations,1961,213082100
337,FIN,Finland,1961,4461005
338,FJI,Fiji,1961,407244
339,FRA,France,1961,47240526
340,FRO,Faroe Islands,1961,35074
341,FSM,"Micronesia, Fed. Sts.",1961,45939
342,GAB,Gabon,1961,505793
343,GBR,United Kingdom,1961,52800000
344,GEO,Georgia,1961,3703600
345,GHA,Ghana,1961,6848291
346,GIB,Gibraltar,1961,23808
347,GIN,Guinea,1961,3552068
348,GMB,"Gambia, The",1961,372436
349,GNB,Guinea-Bissau,1961,622754
350,GNQ,Equatorial Guinea,1961,258786
351,GRC,Greece,1961,8398050
352,GRD,Grenada,1961,91324
353,GRL,Greenland,1961,33700
354,GTM,Guatemala,1961,4251911
355,GUM,Guam,1961,68065
356,GUY,Guyana,1961,589274
357,HIC,High income,1961,769499360
358,HKG,"Hong Kong SAR, China",1961,3168100
359,HND,Honduras,1961,2096407
360,HPC,Heavily indebted poor countries (HIPC),1961,165573136
361,HRV,Croatia,1961,4167292
362,HTI,Haiti,1961,3941956
363,HUN,Hungary,1961,10029321
364,IBD,IBRD only,1961,1940356959
365,IBT,IDA & IBRD total,1961,2329154652
366,IDA,IDA total,1961,388797693
367,IDB,IDA blend,1961,123270998
368,IDN,Indonesia,1961,90098396
369,IDX,IDA only,1961,265526695
370,IMN,Isle of Man,1961,48286
371,IND,India,1961,459642166
372,IRL,Ireland,1961,2824400
373,IRN,"Iran, Islamic Rep.",1961,22480371
374,IRQ,Iraq,1961,7475349
375,ISL,Iceland,1961,179029
376,ISR,Israel,1961,2185000
377,ITA,Italy,1961,50536350
378,JAM,Jamaica,1961,1651067
379,JOR,Jordan,1961,973983
380,JPN,Japan,1961,94055000
381,KAZ,Kazakhstan,1961,10349422
382,KEN,Kenya,1961,8377693
383,KGZ,Kyrgyz Republic,1961,2255900
384,KHM,Cambodia,1961,5872968
385,KIR,Kiribati,1961,42234
386,KNA,St. Kitts and Nevis,1961,51196
387,KOR,"Korea, Rep.",1961,25765673
388,LAC,Latin America & Caribbean (excluding high income),1961,202635411
389,LAO,Lao PDR,1961,2170340
390,LBN,Lebanon,1961,1864613
391,LBR,Liberia,1961,1142304
392,LBY,Libya,1961,1498076
393,LCA,St. Lucia,1961,90718
394,LCN,Latin America & Caribbean,1961,225912719
395,LDC,Least developed countries: UN classification,1961,246113624
396,LIC,Low income,1961,140848427
397,LIE,Liechtenstein,1961,16894
398,LKA,Sri Lanka,1961,10111639
399,LMC,Lower middle income,1961,1012695283
400,LMY,Low & middle income,1961,2293657434
401,LSO,Lesotho,1961,852892
402,LTE,Late-demographic dividend,1961,1099284940
403,LTU,Lithuania,1961,2823550
404,LUX,Luxembourg,1961,316845
405,LVA,Latvia,1961,2152681
406,MAC,"Macao SAR, China",1961,170466
407,MAF,St. Martin (French part),1961,3996
408,MAR,Morocco,1961,12710587
409,MCO,Monaco,1961,22813
410,MDA,Moldova,1961,2092667
411,MDG,Madagascar,1961,5223561
412,MDV,Maldives,1961,92328
413,MEA,Middle East & North Africa,1961,108061826
414,MEX,Mexico,1961,38966049
415,MHL,Marshall Islands,1961,15056
416,MIC,Middle income,1961,2152809007
417,MKD,North Macedonia,1961,1507647
418,MLI,Mali,1961,5322269
419,MLT,Malta,1961,325250
420,MMR,Myanmar,1961,22211626
421,MNA,Middle East & North Africa (excluding high income),1961,100147125
422,MNE,Montenegro,1961,491140
423,MNG,Mongolia,1961,982181
424,MNP,Northern Mariana Islands,1961,10243
425,MOZ,Mozambique,1961,7342117
426,MRT,Mauritania,1961,875586
427,MUS,Mauritius,1961,680757
428,MWI,Malawi,1961,3747758
429,MYS,Malaysia,1961,8417821
430,NAC,North America,1961,202007500
431,NAM,Namibia,1961,649274
432,NCL,New Caledonia,1961,81200
433,NER,Niger,1961,3486322
434,NGA,Nigeria,1961,46063570
435,NIC,Nicaragua,1961,1829772
436,NLD,Netherlands,1961,11638712
437,NOR,Norway,1961,3609800
438,NPL,Nepal,1961,10267260
439,NRU,Nauru,1961,4627
440,NZL,New Zealand,1961,2419700
441,OED,OECD members,1961,820690358
442,OMN,Oman,1961,564891
443,OSS,Other small states,1961,9315834
444,PAK,Pakistan,1961,46065229
445,PAN,Panama,1961,1167120
446,PER,Peru,1961,10446618
447,PHL,Philippines,1961,27161052
448,PLW,Palau,1961,10046
449,PNG,Papua New Guinea,1961,2297052
450,POL,Poland,1961,29964000
451,PRE,Pre-demographic dividend,1961,191889668
452,PRI,Puerto Rico,1961,2399722
453,PRK,"Korea, Dem. People's Rep.",1961,11665592
454,PRT,Portugal,1961,8929316
455,PRY,Paraguay,1961,1954552
456,PSS,Pacific island small states,1961,893394
457,PST,Post-demographic dividend,1961,764423461
458,PYF,French Polynesia,1961,80705
459,QAT,Qatar,1961,51427
460,ROU,Romania,1961,18555250
461,RUS,Russian Federation,1961,121236000
462,RWA,Rwanda,1961,2998334
463,SAS,South Asia,1961,584939711
464,SAU,Saudi Arabia,1961,4218852
465,SDN,Sudan,1961,7769475
466,SEN,Senegal,1961,3295280
467,SGP,Singapore,1961,1702400
468,SLB,Solomon Islands,1961,121385
469,SLE,Sierra Leone,1961,2352370
470,SLV,El Salvador,1961,2846601
471,SMR,San Marino,1961,15836
472,SOM,Somalia,1961,2814125
473,SRB,Serbia,1961,6655000
474,SSA,Sub-Saharan Africa (excluding high income),1961,232524118
475,SSD,South Sudan,1961,2895609
476,SSF,Sub-Saharan Africa,1961,232567007
477,SST,Small states,1961,14483280
478,STP,Sao Tome and Principe,1961,64597
479,SUR,Suriname,1961,295913
480,SVK,Slovak Republic,1961,4191667
481,SVN,Slovenia,1961,1594131
482,SWE,Sweden,1961,7519998
483,SWZ,Eswatini,1961,343346
484,SXM,Sint Maarten (Dutch part),1961,3077
485,SYC,Seychelles,1961,42889
486,SYR,Syrian Arab Republic,1961,4721893
487,TCA,Turks and Caicos Islands,1961,5867
488,TCD,Chad,1961,3060365
489,TEA,East Asia & Pacific (IDA & IBRD countries),1961,882807979
490,TEC,Europe & Central Asia (IDA & IBRD countries),1961,313062858
491,TGO,Togo,1961,1597523
492,THA,Thailand,1961,28224186
493,TJK,Tajikistan,1961,2159134
494,TKM,Turkmenistan,1961,1658364
495,TLA,Latin America & the Caribbean (IDA & IBRD countries),1961,215629972
496,TLS,Timor-Leste,1961,482852
497,TMN,Middle East & North Africa (IDA & IBRD countries),1961,100147125
498,TON,Tonga,1961,63721
499,TSA,South Asia (IDA & IBRD),1961,584939711
500,TSS,Sub-Saharan Africa (IDA & IBRD countries),1961,232567007
501,TTO,Trinidad and Tobago,1961,864814
502,TUN,Tunisia,1961,4238141
503,TUR,Turkey,1961,28146909
504,TUV,Tuvalu,1961,5330
505,TZA,Tanzania,1961,10346695
506,UGA,Uganda,1961,6983824
507,UKR,Ukraine,1961,43206353
508,UMC,Upper middle income,1961,1140113724
509,URY,Uruguay,1961,2571682
510,USA,United States,1961,183691000
511,UZB,Uzbekistan,1961,8813619
512,VCT,St. Vincent and the Grenadines,1961,82168
513,VEN,"Venezuela, RB",1961,8439261
514,VGB,British Virgin Islands,1961,8164
515,VIR,Virgin Islands (U.S.),1961,34300
516,VNM,Vietnam,1961,33666111
517,VUT,Vanuatu,1961,65700
518,WLD,World,1961,3071596055
519,WSM,Samoa,1961,112112
520,XKX,Kosovo,1961,966000
521,YEM,"Yemen, Rep.",1961,5393034
522,ZAF,South Africa,1961,17524533
523,ZMB,Zambia,1961,3164330
524,ZWE,Zimbabwe,1961,3905038
525,ARU,Aruba,1962,56234
526,AFE,Africa Eastern and Southern,1962,137614644
527,AFG,Afghanistan,1962,9351442
528,AFW,Africa Western and Central,1962,100506960
529,AGO,Angola,1962,5608499
530,ALB,Albania,1962,1711319
531,AND,Andorra,1962,15379
532,ARB,Arab World,1962,97334438
533,ARE,United Arab Emirates,1962,112112
534,ARG,Argentina,1962,21153042
535,ARM,Armenia,1962,2009524
536,ASM,American Samoa,1962,21246
537,ATG,Antigua and Barbuda,1962,55849
538,AUS,Australia,1962,10742000
539,AUT,Austria,1962,7129864
540,AZE,Azerbaijan,1962,4171428
541,BDI,Burundi,1962,2907320
542,BEL,Belgium,1962,9220578
543,BEN,Benin,1962,2502897
544,BFA,Burkina Faso,1962,4960328
545,BGD,Bangladesh,1962,50752150
546,BGR,Bulgaria,1962,8012946
547,BHR,Bahrain,1962,173140
548,BHS,"Bahamas, The",1962,121092
549,BIH,Bosnia and Herzegovina,1962,3353228
550,BLR,Belarus,1962,8351928
551,BLZ,Belize,1962,97392
552,BMU,Bermuda,1962,46600
553,BOL,Bolivia,1962,3802996
554,BRA,Brazil,1962,76514329
555,BRB,Barbados,1962,232623
556,BRN,Brunei Darussalam,1962,89484
557,BTN,Bhutan,1962,234552
558,BWA,Botswana,1962,523777
559,CAF,Central African Republic,1962,1551908
560,CAN,Canada,1962,18614000
561,CEB,Central Europe and the Baltics,1962,93009498
562,CHE,Switzerland,1962,5573815
563,CHI,Channel Islands,1962,111464
564,CHL,Chile,1962,8476895
565,CHN,China,1962,665770000
566,CIV,Cote d'Ivoire,1962,3770756
567,CMR,Cameroon,1962,5398730
568,COD,"Congo, Dem. Rep.",1962,16041187
569,COG,"Congo, Rep.",1962,1069236
570,COL,Colombia,1962,17092919
571,COM,Comoros,1962,197202
572,CPV,Cabo Verde,1962,210141
573,CRI,Costa Rica,1962,1433346
574,CSS,Caribbean small states,1962,4353623
575,CUB,Cuba,1962,7453535
576,CUW,Curacao,1962,128414
577,CYM,Cayman Islands,1962,8141
578,CYP,Cyprus,1962,577696
579,CZE,Czech Republic,1962,9624660
580,DEU,Germany,1962,74025784
581,DJI,Djibouti,1962,94203
582,DMA,Dominica,1962,61978
583,DNK,Denmark,1962,4647727
584,DOM,Dominican Republic,1962,3521018
585,DZA,Algeria,1962,11619828
586,EAP,East Asia & Pacific (excluding high income),1962,906413903
587,EAR,Early-demographic dividend,1962,1027204700
588,EAS,East Asia & Pacific,1962,1058119847
589,ECA,Europe & Central Asia (excluding high income),1962,283238943
590,ECS,Europe & Central Asia,1962,682397828
591,ECU,Ecuador,1962,4809194
592,EGY,"Egypt, Arab Rep.",1962,28112258
593,EMU,Euro area,1962,270110063
594,ESP,Spain,1962,31023366
595,EST,Estonia,1962,1241623
596,ETH,Ethiopia,1962,23221385
597,EUU,European Union,1962,363200480
598,FCS,Fragile and conflict affected situations,1962,218087139
599,FIN,Finland,1962,4491443
600,FJI,Fiji,1962,421673
601,FRA,France,1962,47904879
602,FRO,Faroe Islands,1962,35521
603,FSM,"Micronesia, Fed. Sts.",1962,47372
604,GAB,Gabon,1962,511285
605,GBR,United Kingdom,1962,53250000
606,GEO,Georgia,1962,3760300
607,GHA,Ghana,1962,7071966
608,GIB,Gibraltar,1962,24307
609,GIN,Guinea,1962,3611428
610,GMB,"Gambia, The",1962,379886
611,GNB,Guinea-Bissau,1962,628877
612,GNQ,Equatorial Guinea,1962,262219
613,GRC,Greece,1962,8448233
614,GRD,Grenada,1962,92481
615,GRL,Greenland,1962,35000
616,GTM,Guatemala,1962,4378604
617,GUM,Guam,1962,69605
618,GUY,Guyana,1962,606286
619,HIC,High income,1962,779465348
620,HKG,"Hong Kong SAR, China",1962,3305200
621,HND,Honduras,1962,2155648
622,HPC,Heavily indebted poor countries (HIPC),1962,169567052
623,HRV,Croatia,1962,4196712
624,HTI,Haiti,1962,4019171
625,HUN,Hungary,1962,10061734
626,IBD,IBRD only,1962,1974018983
627,IBT,IDA & IBRD total,1962,2372380699
628,IDA,IDA total,1962,398361716
629,IDB,IDA blend,1962,126289838
630,IDN,Indonesia,1962,92518373
631,IDX,IDA only,1962,272071878
632,IMN,Isle of Man,1962,48421
633,IND,India,1962,469077191
634,IRL,Ireland,1962,2836050
635,IRN,"Iran, Islamic Rep.",1962,23071309
636,IRQ,Iraq,1962,7674217
637,ISL,Iceland,1962,182378
638,ISR,Israel,1962,2293000
639,ITA,Italy,1962,50879450
640,JAM,Jamaica,1962,1676500
641,JOR,Jordan,1962,1010647
642,JPN,Japan,1962,94933000
643,KAZ,Kazakhstan,1962,10756931
644,KEN,Kenya,1962,8647002
645,KGZ,Kyrgyz Republic,1962,2333400
646,KHM,Cambodia,1962,6028434
647,KIR,Kiribati,1962,43283
648,KNA,St. Kitts and Nevis,1962,50961
649,KOR,"Korea, Rep.",1962,26513030
650,LAC,Latin America & Caribbean (excluding high income),1962,208319980
651,LAO,Lao PDR,1962,2221123
652,LBN,Lebanon,1962,1925295
653,LBR,Liberia,1962,1166651
654,LBY,Libya,1962,1550815
655,LCA,St. Lucia,1962,91892
656,LCN,Latin America & Caribbean,1962,232183258
657,LDC,Least developed countries: UN classification,1962,251900655
658,LIC,Low income,1962,143991035
659,LIE,Liechtenstein,1962,17300
660,LKA,Sri Lanka,1962,10352180
661,LMC,Lower middle income,1962,1036174880
662,LMY,Low & middle income,1962,2336352877
663,LSO,Lesotho,1962,869132
664,LTE,Late-demographic dividend,1962,1113927919
665,LTU,Lithuania,1962,2863350
666,LUX,Luxembourg,1962,320750
667,LVA,Latvia,1962,2181586
668,MAC,"Macao SAR, China",1962,176188
669,MAF,St. Martin (French part),1962,4078
670,MAR,Morocco,1962,13094890
671,MCO,Monaco,1962,23043
672,MDA,Moldova,1962,2140063
673,MDG,Madagascar,1962,5352497
674,MDV,Maldives,1962,94902
675,MEA,Middle East & North Africa,1962,111045418
676,MEX,Mexico,1962,40195318
677,MHL,Marshall Islands,1962,15547
678,MIC,Middle income,1962,2192361842
679,MKD,North Macedonia,1962,1527109
680,MLI,Mali,1962,5381367
681,MLT,Malta,1962,323900
682,MMR,Myanmar,1962,22697664
683,MNA,Middle East & North Africa (excluding high income),1962,102808039
684,MNE,Montenegro,1962,502558
685,MNG,Mongolia,1962,1011327
686,MNP,Northern Mariana Islands,1962,10438
687,MOZ,Mozambique,1962,7507309
688,MRT,Mauritania,1962,901690
689,MUS,Mauritius,1962,700349
690,MWI,Malawi,1962,3839047
691,MYS,Malaysia,1962,8692337
692,NAC,North America,1962,205198600
693,NAM,Namibia,1962,665119
694,NCL,New Caledonia,1962,83400
695,NER,Niger,1962,3588228
696,NGA,Nigeria,1962,47029818
697,NIC,Nicaragua,1962,1887426
698,NLD,Netherlands,1962,11805689
699,NOR,Norway,1962,3638918
700,NPL,Nepal,1962,10433147
701,NRU,Nauru,1962,4942
702,NZL,New Zealand,1962,2482000
703,OED,OECD members,1962,832204126
704,OMN,Oman,1962,578827
705,OSS,Other small states,1962,9485194
